Line number,Character,Off screen,Place,Time,Line,Word count
1080,Vincent,False,Int. Coffee Shop,morning,How long do you intend to walk the earth?,9
1081,Jules,False,Int. Coffee Shop,morning,Until God puts me where he want me to be.,10
1082,Vincent,False,Int. Coffee Shop,morning,What if he never does?,5
1083,Jules,False,Int. Coffee Shop,morning,"If it takes forever, I'll wait forever.",7
1084,Vincent,False,Int. Coffee Shop,morning,So you decided to be a bum?,7
1085,Jules,False,Int. Coffee Shop,morning,"I'll just be Jules, Vincent – no more, no less.",10
1086,Vincent,False,Int. Coffee Shop,morning,"No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be – a fuckin' bum!",67
1087,Jules,False,Int. Coffee Shop,morning,"Look my friend, this is just where me and you differ –",12
1088,Vincent,False,Int. Coffee Shop,morning,– what happened was peculiar – no doubt about it – but it wasn't water into wine.,17
1089,Jules,False,Int. Coffee Shop,morning,"All shapes and sizes, Vince.",5
1090,Vincent,False,Int. Coffee Shop,morning,Stop fuckin' talkin' like that!,5
1091,Jules,False,Int. Coffee Shop,morning,"If you find my answers frightening, Vincent, you should cease askin' scary questions.",13
1092,Vincent,False,Int. Coffee Shop,morning,I gotta take a shit. To be continued.,8
1093,Pumpkin,False,Int. Coffee Shop,morning,"Everybody be cool, this is a robbery!",7
1094,Honey Bunny,False,Int. Coffee Shop,morning,Any of you fuckin' pricks move and I'll execute every one of you motherfuckers! Got that?!,16
1095,Pumpkin,False,Int. Coffee Shop,morning,"Customers stay seated, waitresses on the floor.",7
1096,Honey Bunny,False,Int. Coffee Shop,morning,"Now mean fuckin' now! Do it or die, do it or fucking die!",13
1097,Pumpkin,False,Int. Coffee Shop,morning,"You Mexicans in the kitchen, get out here! Asta luego!",10
1098,Pumpkin,False,Int. Coffee Shop,morning,"On the floor or I'll cook you ass, comprende?",9
1099,Manager,False,Int. Coffee Shop,morning,"I'm the manager here, there's no problem, no problem at all –",12
1100,Pumpkin,False,Int. Coffee Shop,morning,You're gonna give me a problem?,6
1101,Pumpkin,False,Int. Coffee Shop,morning,What? You said you're gonna give me a problem?,9
1102,Manager,False,Int. Coffee Shop,morning,"No, I'm not. I'm not gonna give you any problem!",10
1103,Pumpkin,False,Int. Coffee Shop,morning,"I don't know, Honey Bunny. He looks like the hero type to me!",13
1104,Honey Bunny,False,Int. Coffee Shop,morning,Don't take any chances. Execute him!,6
1105,Manager,False,Int. Coffee Shop,morning,Please don't! I'm not a hero. I'm just a coffee shop manager. Take anything you want.,16
1106,Pumpkin,False,Int. Coffee Shop,morning,Tell everyone to cooperate and it'll be all over.,9
1107,Manager,False,Int. Coffee Shop,morning,Everybody just be calm and cooperate with them and this will be all over soon!,15
1108,Pumpkin,False,Int. Coffee Shop,morning,"Well done, now git your fuckin' ass on the ground.",10
1109,Pumpkin,False,Int. Coffee Shop,morning,"Okay people, I'm going to go 'round and collect your wallets. Don't talk, just toss 'em in the bag. We clear?",21
1110,Pumpkin,False,Int. Coffee Shop,morning,In the bag.,3
1111,Pumpkin,False,Int. Coffee Shop,morning,What's in that?,3
1112,Jules,False,Int. Coffee Shop,morning,My boss' dirty laundry.,4
1113,Pumpkin,False,Int. Coffee Shop,morning,You boss makes you do his laundry?,7
1114,Jules,False,Int. Coffee Shop,morning,When he wants it clean.,5
1115,Pumpkin,False,Int. Coffee Shop,morning,Sounds like a shit job.,5
1116,Jules,False,Int. Coffee Shop,morning,"Funny, I've been thinkin' the same thing.",7
1117,Pumpkin,False,Int. Coffee Shop,morning,Open it up.,3
1118,Jules,False,Int. Coffee Shop,morning,'Fraid I can't do that.,5
1119,Pumpkin,False,Int. Coffee Shop,morning,I didn't hear you.,4
1120,Jules,False,Int. Coffee Shop,morning,"Yes, you did.",3
1121,Honey Bunny,False,Int. Coffee Shop,morning,What's goin' on?,3
1122,Pumpkin,False,Int. Coffee Shop,morning,Looks like we got a vigilante in our midst.,9
1123,Honey Bunny,False,Int. Coffee Shop,morning,Shoot 'em in the face!,5
1124,Jules,False,Int. Coffee Shop,morning,"I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.",19
1125,Pumpkin,False,Int. Coffee Shop,morning,"You don't open up that case, it's gonna be the last.",11
1126,Manager,False,Int. Coffee Shop,morning,"Quit causing problems, you'll get us all killed! Give 'em what you got and get 'em out of here.",19
1127,Jules,False,Int. Coffee Shop,morning,"Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!",14
1128,Pumpkin,False,Int. Coffee Shop,morning,"I'm countin' to three, and if your hand ain't off that case, I'm gonna unload right in your fuckin' face. Clear? One...",22
1129,Pumpkin,False,Int. Coffee Shop,morning,...two... three.,2
1130,Jules,False,Int. Coffee Shop,morning,You win.,2
1131,Jules,False,Int. Coffee Shop,morning,"It's all yours, Ringo.",4
1132,Pumpkin,False,Int. Coffee Shop,morning,Open it.,2
1133,Honey Bunny,False,Int. Coffee Shop,morning,What is it? What is it?,6
1134,Pumpkin,False,Int. Coffee Shop,morning,Is that what I think it is?,7
1135,Pumpkin,False,Int. Coffee Shop,morning,It's beautiful.,2
1136,Honey Bunny,False,Int. Coffee Shop,morning,"Goddammit, what is it?",4
1137,Honey Bunny,False,Int. Coffee Shop,morning,"Let him go! Let him go! I'll blow your fuckin' head off! I'll kill ya! I'll kill ya! You're gonna die, you're gonna fuckin' die bad!",26
1138,Jules,False,Int. Coffee Shop,morning,"Tell that bitch to be cool! Say, bitch be cool! Say, bitch be cool!",14
1139,Pumpkin,False,Int. Coffee Shop,morning,"Chill out, honey!",3
1140,Honey Bunny,False,Int. Coffee Shop,morning,Let him go!,3
1141,Jules,False,Int. Coffee Shop,morning,Tell her it's gonna be okay.,6
1142,Pumpkin,False,Int. Coffee Shop,morning,I'm gonna be okay.,4
1143,Jules,False,Int. Coffee Shop,morning,Promise her.,2
1144,Pumpkin,False,Int. Coffee Shop,morning,I promise.,2
1145,Jules,False,Int. Coffee Shop,morning,Tell her to chill.,4
1146,Pumpkin,False,Int. Coffee Shop,morning,Just chill out.,3
1147,Jules,False,Int. Coffee Shop,morning,What's her name?,3
1148,Pumpkin,False,Int. Coffee Shop,morning,Yolanda.,1
1149,Jules,False,Int. Coffee Shop,morning,"So, we cool Yolanda? We ain't gonna do anything stupid, are we?",12
1150,Yolanda,False,Int. Coffee Shop,morning,Don't you hurt him.,4
1151,Jules,False,Int. Coffee Shop,morning,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,14
1152,Jules,False,Int. Coffee Shop,morning,"C'mon Yolanda, what's Fonzie like?",5
1153,Yolanda,False,Int. Coffee Shop,morning,He's cool?,2
1154,Jules,False,Int. Coffee Shop,morning,"Correct-amundo! And that's what we're gonna be, we're gonna be cool. Now Ringo, I'm gonna count to three and I want you to let go your gun and lay your palms flat on the table. But when you do it, do it cool. Ready?",44
1155,Jules,False,Int. Coffee Shop,morning,One... two... three.,3
1156,Yolanda,False,Int. Coffee Shop,morning,"Okay, now let him go!",5
1157,Jules,False,Int. Coffee Shop,morning,"Yolanda, I thought you were gonna be cool. When you yell at me, it makes me nervous. When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot.",35
1158,Yolanda,False,Int. Coffee Shop,morning,"Just know: you hurt him, you die.",7
1159,Jules,False,Int. Coffee Shop,morning,"That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do. Now this is the situation. Normally both of your asses would be dead as fuckin' fried chicken. But you happened to pull this shit while I'm in a transitional period. I don't wanna kill ya, I want to help ya. But I'm afraid I can't give you the case. It don't belong to me. Besides, I went through too much shit this morning on account of this case to just hand it over to your ass.",105
1160,Vincent,True,Int. Coffee Shop,morning,What the fuck's goin' on here?,6
1161,Jules,False,Int. Coffee Shop,morning,"It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'. Tell her we're still cool.",25
1162,Pumpkin,False,Int. Coffee Shop,morning,"It's cool, Honey Bunny, we're still cool.",7
1163,Vincent,False,Int. Coffee Shop,morning,"What the hell's goin' on, Jules?",6
1164,Jules,False,Int. Coffee Shop,morning,Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.,19
1165,Vincent,False,Int. Coffee Shop,morning,Check.,1
1166,Jules,False,Int. Coffee Shop,morning,"Yolanda, how we doin, baby?",5
1167,Yolanda,False,Int. Coffee Shop,morning,I gotta go pee! I want to go home.,9
1168,Jules,False,Int. Coffee Shop,morning,"Just hang in there, baby, you're doing' great, Ringo's proud of you and so am I. It's almost over. Now I want you to go in that bag and find my wallet.",32
1169,Pumpkin,False,Int. Coffee Shop,morning,Which one is it?,4
1170,Jules,False,Int. Coffee Shop,morning,It's the one that says Bad Motherfucker on it.,9
1171,Jules,False,Int. Coffee Shop,morning,That's my bad motherfucker. Now open it up and take out the cash. How much is there?,17
1172,Pumpkin,False,Int. Coffee Shop,morning,About fifteen hundred dollars.,4
1173,Jules,False,Int. Coffee Shop,morning,"Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score.",25
1174,Vincent,False,Int. Coffee Shop,morning,"Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle.",16
1175,Jules,False,Int. Coffee Shop,morning,"You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?",34
1176,Pumpkin,False,Int. Coffee Shop,morning,What?,1
1177,Jules,False,Int. Coffee Shop,morning,Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?,18
1178,Pumpkin,False,Int. Coffee Shop,morning,Not regularly.,2
1179,Jules,False,Int. Coffee Shop,morning,"There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you."" I been sayin' that shit for years. And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a coldblooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man. And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish. I'd like that. But that shit ain't the truth. The truth is you're the weak. And I'm the tyranny of evil men. But I'm tryin'. I'm tryin' real hard to be a shepherd.",242
1180,Jules,False,Int. Coffee Shop,morning,It's cold.,2
1181,Vincent,False,Int. Coffee Shop,morning,I think we oughta leave now.,6
1182,Jules,False,Int. Coffee Shop,morning,That's probably a good idea.,5

